subject,TRIAL_INDEX,sentences,item,condition,compound_noun,plausibility,predictability,Whose,predictability_binary,log_predictability,TOTAL_DURATION,FIRST_FIXATION_DURATION,GAZE_DURATION,FIRST_PASS_REGRESSION,REGRESSION_PATH_DURATION,region
207,100,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,316,316,316,1,529,n1
207,118,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,323,323,323,0,323,n1
207,124,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,718,251,479,0,479,n1
207,134,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,279,279,279,0,279,n1
207,136,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,318,318,318,0,318,n1
207,137,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,310,310,310,0,310,n1
209,5,*The astronaut landed on the* surface* crater* that had* been rumored to exist.*,83,Plausible,surface crater,5.28,2.86e-6,Staubs,Low,-12.764688933132513,152,152,152,0,152,n1
209,13,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,200,200,200,0,200,n1
209,16,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,222,222,222,0,222,n1
209,17,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,196,196,196,0,196,n1
209,19,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,191,191,191,0,191,n1
209,25,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,230,230,230,0,230,n1
209,28,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,184,184,184,0,184,n1
209,30,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,200,200,200,0,200,n1
209,32,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,174,174,174,0,174,n1
209,34,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,192,192,192,0,192,n1
209,42,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,145,145,145,0,145,n1
209,43,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,198,198,198,0,198,n1
209,52,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,198,198,198,0,198,n1
209,53,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,232,232,232,0,232,n1
209,54,*The manager found the* dairy* products* in the* tracking system.*,11,Plausible,dairy products,5.26087,0.1916258,Ours,High,-1.6522107669782602,213,213,213,0,213,n1
209,57,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,190,190,190,0,190,n1
209,58,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,336,199,336,0,336,n1
209,61,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,220,220,220,0,220,n1
209,67,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,212,212,212,0,212,n1
209,94,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,164,164,164,0,164,n1
209,99,*Evan said that he shouldn't have eaten all his* junk* food* since now* he feels bad.*,42,Implausible,junk food,3.125,0.105548352,Ours,High,-2.2485861182630384,169,169,169,0,169,n1
209,107,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,177,177,177,0,177,n1
209,108,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,220,220,220,0,220,n1
209,116,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,228,228,228,0,228,n1
209,121,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,127,127,127,0,127,n1
209,126,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,182,182,182,0,182,n1
209,127,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,106,106,106,0,106,n1
209,131,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,173,173,173,0,173,n1
209,132,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,198,198,198,0,198,n1
210,5,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,582,239,239,1,374,n1
210,7,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,448,175,175,1,479,n1
210,14,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,364,182,182,0,182,n1
210,19,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,142,142,142,0,142,n1
210,21,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,521,354,354,0,354,n1
210,23,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,988,106,509,0,509,n1
210,26,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,363,180,180,1,399,n1
210,30,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,1193,162,162,1,570,n1
210,34,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,303,168,168,1,355,n1
210,35,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,348,89,89,1,502,n1
210,36,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,538,100,233,0,233,n1
210,41,"*Due to her difficulty of breathing, Jamie was really worried about having* lung* cancer* because it* is hard to treat.*",24,Implausible,lung cancer,3.32,0.1379383,Ours,High,-1.9809487952538625,252,252,252,0,252,n1
210,43,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,284,142,142,1,242,n1
210,46,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,506,270,270,0,270,n1
210,47,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,346,121,225,0,225,n1
210,49,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,249,249,249,0,249,n1
210,56,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,474,185,185,0,185,n1
210,57,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,667,253,253,0,253,n1
210,62,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,122,122,122,1,273,n1
210,64,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,148,148,148,0,148,n1
210,71,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,799,174,393,0,393,n1
210,74,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,463,193,193,0,193,n1
210,77,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,388,131,247,0,247,n1
210,80,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,483,126,126,1,391,n1
210,82,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,687,126,126,1,591,n1
210,86,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,333,150,333,0,333,n1
210,95,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,718,179,179,0,179,n1
210,97,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,730,167,167,0,167,n1
210,98,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,216,216,216,0,216,n1
210,106,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,595,202,388,0,388,n1
210,112,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,466,235,235,1,795,n1
210,115,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,432,89,177,0,177,n1
210,122,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,311,165,165,0,165,n1
210,126,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,695,118,550,0,550,n1
210,129,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,362,209,362,0,362,n1
211,6,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,884,584,584,0,584,n1
211,11,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,394,216,216,0,216,n1
211,13,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,447,210,210,0,210,n1
211,16,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,615,176,176,0,176,n1
211,20,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,411,219,219,0,219,n1
211,28,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,236,236,236,0,236,n1
211,41,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,286,286,286,0,286,n1
211,46,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,198,198,198,0,198,n1
211,47,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,215,215,215,0,215,n1
211,49,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,320,320,320,0,320,n1
211,50,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,482,255,255,0,255,n1
211,51,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,306,306,306,0,306,n1
211,55,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,288,288,288,0,288,n1
211,57,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,478,254,254,1,688,n1
211,59,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,238,238,238,0,238,n1
