Item,Word,Condition,Frequency,Predictability,Type,Sentences,PhrasalVerb,Filename,FilePath,OnsetTime,OffsetTime,Duration,CorrectAns,List
188,hooking up,Experimental,92519,0.35203,Phrasal Verb,They're hooking up the new TV to the cable box.,1,all_parts_combined_They_re_hooking_up_the_new_TV_to_the_cable_box_.wav,Stimuli/all_parts_combined_They_re_hooking_up_the_new_TV_to_the_cable_box_.wav,0.466,0.519,0.053,y,1
189,mount up,Experimental,96539,0.007624,Phrasal Verb,The tension started to mount up as the deadline approached.,0,all_parts_combined_The_tension_started_to_mount_up_as_the_deadline_approached_.wav,Stimuli/all_parts_combined_The_tension_started_to_mount_up_as_the_deadline_approached_.wav,1.371,1.475,0.104,y,1
191,tighten up,Experimental,101867,0.078452,Phrasal Verb,She needed to tighten up the screws on the machine.,1,all_parts_combined_She_needed_to_tighten_up_the_screws_on_the_machine_.wav,Stimuli/all_parts_combined_She_needed_to_tighten_up_the_screws_on_the_machine_.wav,1.133,1.201,0.068,y,1
194,thought up,Experimental,155458,9.17E-04,Phrasal Verb,He thought up a brilliant idea overnight.,1,all_parts_combined_He_thought_up_a_brilliant_idea_overnight_.wav,Stimuli/all_parts_combined_He_thought_up_a_brilliant_idea_overnight_.wav,0.458,0.514,0.056,y,1
196,buy up,Experimental,167032,0.005961,Phrasal Verb,He wanted to buy up all the tickets for the concert.,1,all_parts_combined_He_wanted_to_buy_up_all_the_tickets_for_the_concert_.wav,Stimuli/all_parts_combined_He_wanted_to_buy_up_all_the_tickets_for_the_concert_.wav,0.939,1.045,0.106,y,1
198,think up,Experimental,213738,0.001198,Phrasal Verb,He needs to think up a creative solution quickly.,1,all_parts_combined_He_needs_to_think_up_a_creative_solution_quickly_.wav,Stimuli/all_parts_combined_He_needs_to_think_up_a_creative_solution_quickly_.wav,0.704,0.863,0.159,y,1
199,stirring up,Experimental,327096,0.07521,Phrasal Verb,The controversy is stirring up a heated debate.,0,all_parts_combined_The_controversy_is_stirring_up_a_heated_debate_.wav,Stimuli/all_parts_combined_The_controversy_is_stirring_up_a_heated_debate_.wav,1.499,1.567,0.068,y,1
201,upperclass,Experimental,92040,NA,Word-Internal,The upperclass students led the school's prestigious debate team to victory.,NA,all_parts_combined_The_upperclass_students_led_the_school_s_prestigious_debate_team_to_victory_.wav,Stimuli/all_parts_combined_The_upperclass_students_led_the_school_s_prestigious_debate_team_to_victory_.wav,0.261,0.35,0.089,y,1
203,reuptake,Experimental,344732,NA,Word-Internal,The reuptake of neurotransmitters in the brain plays a crucial role in regulating mood.,NA,all_parts_combined_The_reuptake_of_neurotransmitters_in_the_brain_plays_a_crucial_role_in_regulating_mood_.wav,Stimuli/all_parts_combined_The_reuptake_of_neurotransmitters_in_the_brain_plays_a_crucial_role_in_regulating_mood_.wav,0.384,0.468,0.084,y,1
205,walkup,Experimental,43457,NA,Word-Internal,I noticed a charming walkup building with a vibrant red door nestled in the heart of the city.,NA,all_parts_combined_I_noticed_a_charming_walkup_building_with_a_vibrant_red_door_nestled_in_the_heart_of_the_city_.wav,Stimuli/all_parts_combined_I_noticed_a_charming_walkup_building_with_a_vibrant_red_door_nestled_in_the_heart_of_the_city_.wav,1.363,1.447,0.084,y,1
207,upstanding,Experimental,158426,NA,Word-Internal,"Known for his honesty and integrity, he was regarded as an upstanding citizen in the community.",NA,all_parts_combined_Known_for_his_honesty_and_integrity__he_was_regarded_as_an_upstanding_citizen_in_the_community_.wav,Stimuli/all_parts_combined_Known_for_his_honesty_and_integrity__he_was_regarded_as_an_upstanding_citizen_in_the_community_.wav,3.303,3.391,0.088,y,1
209,nuptial,Experimental,346071,NA,Word-Internal,The wedding ceremony marked their nuptial union and celebration of love.,NA,all_parts_combined_The_wedding_ceremony_marked_their_nuptial_union_and_celebration_of_love_.wav,Stimuli/all_parts_combined_The_wedding_ceremony_marked_their_nuptial_union_and_celebration_of_love_.wav,1.58,1.671,0.091,y,1
211,upbraided,Experimental,115553,NA,Word-Internal,She upbraided her colleagues for their unprofessional behavior during the meeting.,NA,all_parts_combined_She_upbraided_her_colleagues_for_their_unprofessional_behavior_during_the_meeting_.wav,Stimuli/all_parts_combined_She_upbraided_her_colleagues_for_their_unprofessional_behavior_during_the_meeting_.wav,0.328,0.436,0.108,y,1
213,uplink,Experimental,163872,NA,Word-Internal,The satellite established a reliable uplink for communication with the space station.,NA,all_parts_combined_The_satellite_established_a_reliable_uplink_for_communication_with_the_space_station_.wav,Stimuli/all_parts_combined_The_satellite_established_a_reliable_uplink_for_communication_with_the_space_station_.wav,1.806,1.889,0.083,y,1
215,uncoupling,Experimental,148895,NA,Word-Internal,The uncoupling of the train cars caused a delay in the transportation system.,NA,all_parts_combined_The_uncoupling_of_the_train_cars_caused_a_delay_in_the_transportation_system_.wav,Stimuli/all_parts_combined_The_uncoupling_of_the_train_cars_caused_a_delay_in_the_transportation_system_.wav,0.322,0.405,0.083,y,1
217,holdups,Experimental,40702,NA,Word-Internal,The holdups in traffic were caused by a major accident on the highway.,NA,all_parts_combined_The_holdups_in_traffic_were_caused_by_a_major_accident_on_the_highway_.wav,Stimuli/all_parts_combined_The_holdups_in_traffic_were_caused_by_a_major_accident_on_the_highway_.wav,0.428,0.495,0.067,y,1
219,upfront,Experimental,149977,NA,Word-Internal,The upfront payment secured their reservation for the exclusive event.,NA,all_parts_combined_The_upfront_payment_secured_their_reservation_for_the_exclusive_event_.wav,Stimuli/all_parts_combined_The_upfront_payment_secured_their_reservation_for_the_exclusive_event_.wav,0.287,0.379,0.092,y,1
221,suppertime,Experimental,93777,NA,Word-Internal,They gathered around the table at suppertime to enjoy a delicious meal together.,NA,all_parts_combined_They_gathered_around_the_table_at_suppertime_to_enjoy_a_delicious_meal_together_.wav,Stimuli/all_parts_combined_They_gathered_around_the_table_at_suppertime_to_enjoy_a_delicious_meal_together_.wav,1.501,1.579,0.078,y,1
223,voluptuously,Experimental,39232,NA,Word-Internal,"The dancers moved across the stage voluptuously, captivating the audience.",NA,all_parts_combined_The_dancers_moved_across_the_stage_voluptuously__captivating_the_audience_.wav,Stimuli/all_parts_combined_The_dancers_moved_across_the_stage_voluptuously__captivating_the_audience_.wav,1.894,1.966,0.072,y,1
225,upkeep,Experimental,435038,NA,Word-Internal,Regular maintenance is necessary for the upkeep of the machinery.,NA,all_parts_combined_Regular_maintenance_is_necessary_for_the_upkeep_of_the_machinery_.wav,Stimuli/all_parts_combined_Regular_maintenance_is_necessary_for_the_upkeep_of_the_machinery_.wav,1.897,2.026,0.129,y,1
227,ups,Experimental,3870087,NA,Word-Internal,My grandma used to tell us that life has many ups and downs.,NA,all_parts_combined_My_grandma_used_to_tell_us_that_life_has_many_ups_and_downs_.wav,Stimuli/all_parts_combined_My_grandma_used_to_tell_us_that_life_has_many_ups_and_downs_.wav,1.955,2.125,0.17,y,1
229,supplicating,Experimental,68490,NA,Word-Internal,"The beggar extended his trembling hands, supplicating for a small donation.",NA,all_parts_combined_The_beggar_extended_his_trembling_hands__supplicating_for_a_small_donation_.wav,Stimuli/all_parts_combined_The_beggar_extended_his_trembling_hands__supplicating_for_a_small_donation_.wav,2.261,2.379,0.118,y,1
231,uptrend,Experimental,51922,NA,Word-Internal,"The stock market showed an uptrend, indicating positive growth.",NA,all_parts_combined_The_stock_market_showed_an_uptrend__indicating_positive_growth_.wav,Stimuli/all_parts_combined_The_stock_market_showed_an_uptrend__indicating_positive_growth_.wav,1.019,1.095,0.076,y,1
233,upsurge,Experimental,450244,NA,Word-Internal,There was an upsurge in attendance at the concert after the popular band was announced.,NA,all_parts_combined_There_was_an_upsurge_in_attendance_at_the_concert_after_the_popular_band_was_announced_.wav,Stimuli/all_parts_combined_There_was_an_upsurge_in_attendance_at_the_concert_after_the_popular_band_was_announced_.wav,0.653,0.743,0.09,y,1
235,nonbankruptcy,Experimental,39735,NA,Word-Internal,"Despite the financial challenges, the company managed to avoid nonbankruptcy status.",NA,all_parts_combined_Despite_the_financial_challenges__the_company_managed_to_avoid_nonbankruptcy_status_.wav,Stimuli/all_parts_combined_Despite_the_financial_challenges__the_company_managed_to_avoid_nonbankruptcy_status_.wav,3.49,3.593,0.103,y,1
237,upholstery,Experimental,538617,NA,Word-Internal,The antique chair was beautifully restored with intricate upholstery.,NA,all_parts_combined_The_antique_chair_was_beautifully_restored_with_intricate_upholstery_.wav,Stimuli/all_parts_combined_The_antique_chair_was_beautifully_restored_with_intricate_upholstery_.wav,2.835,2.959,0.124,y,1
239,whereupon,Experimental,1900184,NA,Word-Internal,"She completed her degree, whereupon she embarked on a successful career.",NA,all_parts_combined_She_completed_her_degree__whereupon_she_embarked_on_a_successful_career_.wav,Stimuli/all_parts_combined_She_completed_her_degree__whereupon_she_embarked_on_a_successful_career_.wav,1.574,1.672,0.098,y,1
241,upsidedown,Experimental,41973,NA,Word-Internal,The acrobat performed an incredible stunt while hanging upside down.,NA,all_parts_combined_The_acrobat_performed_an_incredible_stunt_while_hanging_upside_down_.wav,Stimuli/all_parts_combined_The_acrobat_performed_an_incredible_stunt_while_hanging_upside_down_.wav,2.538,2.651,0.113,y,1
243,uprose,Experimental,29437,NA,Word-Internal,"The sun uprose over the horizon, painting the sky with vibrant colors.",NA,all_parts_combined_The_sun_uprose_over_the_horizon__painting_the_sky_with_vibrant_colors_.wav,Stimuli/all_parts_combined_The_sun_uprose_over_the_horizon__painting_the_sky_with_vibrant_colors_.wav,0.412,0.496,0.084,y,1
245,upscale,Experimental,672946,NA,Word-Internal,They enjoyed a luxurious vacation at an upscale resort.,NA,all_parts_combined_They_enjoyed_a_luxurious_vacation_at_an_upscale_resort_.wav,Stimuli/all_parts_combined_They_enjoyed_a_luxurious_vacation_at_an_upscale_resort_.wav,1.88,1.978,0.098,y,1
247,quintuplets,Experimental,32634,NA,Word-Internal,The family was delighted to welcome quintuplets into their family.,NA,all_parts_combined_The_family_was_delighted_to_welcome_quintuplets_into_their_family_.wav,Stimuli/all_parts_combined_The_family_was_delighted_to_welcome_quintuplets_into_their_family_.wav,1.741,1.822,0.081,y,1
249,matchups,Experimental,19118,NA,Word-Internal,The next basketball tournament will feature exciting matchups between the top teams in the league.,NA,all_parts_combined_The_next_basketball_tournament_will_feature_exciting_matchups_between_the_top_teams_in_the_league_.wav,Stimuli/all_parts_combined_The_next_basketball_tournament_will_feature_exciting_matchups_between_the_top_teams_in_the_league_.wav,2.595,2.678,0.083,y,1
251,upstaging,Experimental,21251,NA,Word-Internal,The talented actress couldn't help but feel she was upstaging her co-stars with her impeccable performance.,NA,all_parts_combined_The_talented_actress_couldn_t_help_but_feel_she_was_upstaging_her_co-stars_with_her_impeccable_performance_.wav,Stimuli/all_parts_combined_The_talented_actress_couldn_t_help_but_feel_she_was_upstaging_her_co-stars_with_her_impeccable_performance_.wav,2.364,2.462,0.098,y,1
253,quintupled,Experimental,24731,NA,Word-Internal,The population of the small town quintupled after the opening of a new factory.,NA,all_parts_combined_The_population_of_the_small_town_quintupled_after_the_opening_of_a_new_factory_.wav,Stimuli/all_parts_combined_The_population_of_the_small_town_quintupled_after_the_opening_of_a_new_factory_.wav,1.901,1.979,0.078,y,1
255,corrupters,Experimental,26499,NA,Word-Internal,The investigation revealed a network of corrupters who had been bribing government officials.,NA,all_parts_combined_The_investigation_revealed_a_network_of_corrupters_who_had_been_bribing_government_officials_.wav,Stimuli/all_parts_combined_The_investigation_revealed_a_network_of_corrupters_who_had_been_bribing_government_officials_.wav,2.191,2.261,0.07,y,1
257,speedups,Experimental,26692,NA,Word-Internal,The new technology resulted in significant speedups in data processing.,NA,all_parts_combined_The_new_technology_resulted_in_significant_speedups_in_data_processing_.wav,Stimuli/all_parts_combined_The_new_technology_resulted_in_significant_speedups_in_data_processing_.wav,2.561,2.641,0.08,y,1
259,nonsupportive,Experimental,28271,NA,Word-Internal,"Despite his best efforts, his friends remained nonsupportive of his artistic endeavors.",NA,all_parts_combined_Despite_his_best_efforts__his_friends_remained_nonsupportive_of_his_artistic_endeavors_.wav,Stimuli/all_parts_combined_Despite_his_best_efforts__his_friends_remained_nonsupportive_of_his_artistic_endeavors_.wav,2.466,2.522,0.056,y,1
261,uppermiddle,Experimental,41401,NA,Word-Internal,Living in an uppermiddle-class neighborhood provided them with a comfortable lifestyle.,NA,all_parts_combined_Living_in_an_uppermiddle-class_neighborhood_provided_them_with_a_comfortable_lifestyle_.wav,Stimuli/all_parts_combined_Living_in_an_uppermiddle-class_neighborhood_provided_them_with_a_comfortable_lifestyle_.wav,0.708,0.818,0.11,y,1
263,closeups,Experimental,52929,NA,Word-Internal,The photographer captured closeups of the intricate details on the flower petals.,NA,all_parts_combined_The_photographer_captured_closeups_of_the_intricate_details_on_the_flower_petals_.wav,Stimuli/all_parts_combined_The_photographer_captured_closeups_of_the_intricate_details_on_the_flower_petals_.wav,1.555,1.638,0.083,y,1
265,upping,Experimental,55395,NA,Word-Internal,He was constantly upping his game to stay ahead of the competition in the business world.,NA,all_parts_combined_He_was_constantly_upping_his_game_to_stay_ahead_of_the_competition_in_the_business_world_.wav,Stimuli/all_parts_combined_He_was_constantly_upping_his_game_to_stay_ahead_of_the_competition_in_the_business_world_.wav,0.776,0.919,0.143,y,1
267,layup,Experimental,61378,NA,Word-Internal,"In basketball, a layup is a fundamental skill that involves shooting the ball close to the basket.",NA,all_parts_combined_In_basketball__a_layup_is_a_fundamental_skill_that_involves_shooting_the_ball_close_to_the_basket_.wav,Stimuli/all_parts_combined_In_basketball__a_layup_is_a_fundamental_skill_that_involves_shooting_the_ball_close_to_the_basket_.wav,1.123,1.208,0.085,y,1
269,upperclassmen,Experimental,86992,NA,Word-Internal,"The upperclassmen welcomed the incoming freshmen, sharing their experiences and offering guidance.",NA,all_parts_combined_The_upperclassmen_welcomed_the_incoming_freshmen__sharing_their_experiences_and_offering_guidance_.wav,Stimuli/all_parts_combined_The_upperclassmen_welcomed_the_incoming_freshmen__sharing_their_experiences_and_offering_guidance_.wav,0.186,0.259,0.073,y,1
271,buttercups,Experimental,99353,NA,Word-Internal,"The field was adorned with vibrant yellow buttercups, creating a picturesque scene.",NA,all_parts_combined_The_field_was_adorned_with_vibrant_yellow_buttercups__creating_a_picturesque_scene_.wav,Stimuli/all_parts_combined_The_field_was_adorned_with_vibrant_yellow_buttercups__creating_a_picturesque_scene_.wav,2.139,2.206,0.067,y,1
273,upsilon,Experimental,100730,NA,Word-Internal,The Greek letter upsilon is often used as a symbol in mathematics and physics.,NA,all_parts_combined_The_Greek_letter_upsilon_is_often_used_as_a_symbol_in_mathematics_and_physics_.wav,Stimuli/all_parts_combined_The_Greek_letter_upsilon_is_often_used_as_a_symbol_in_mathematics_and_physics_.wav,0.752,0.831,0.079,y,1
275,upperparts,Experimental,109082,NA,Word-Internal,The upperparts of the building were adorned with intricate architectural details.,NA,all_parts_combined_The_upperparts_of_the_building_were_adorned_with_intricate_architectural_details_.wav,Stimuli/all_parts_combined_The_upperparts_of_the_building_were_adorned_with_intricate_architectural_details_.wav,0.335,0.445,0.11,y,1
277,hiccups,Experimental,156440,NA,Word-Internal,"After drinking soda too quickly, he couldn't stop the hiccups that followed.",NA,all_parts_combined_After_drinking_soda_too_quickly__he_couldn_t_stop_the_hiccups_that_followed_.wav,Stimuli/all_parts_combined_After_drinking_soda_too_quickly__he_couldn_t_stop_the_hiccups_that_followed_.wav,2.824,2.88,0.056,y,1
279,immunosuppressed,Experimental,172847,NA,Word-Internal,"Due to his weakened immune system, he had to be cautious as an immunosuppressed individual.",NA,all_parts_combined_Due_to_his_weakened_immune_system__he_had_to_be_cautious_as_an_immunosuppressed_individual_.wav,Stimuli/all_parts_combined_Due_to_his_weakened_immune_system__he_had_to_be_cautious_as_an_immunosuppressed_individual_.wav,3.354,3.497,0.143,y,1
281,uprooting,Experimental,206345,NA,Word-Internal,The uprooting of the old trees was necessary to make space for the new construction project.,NA,all_parts_combined_The_uprooting_of_the_old_trees_was_necessary_to_make_space_for_the_new_construction_project_.wav,Stimuli/all_parts_combined_The_uprooting_of_the_old_trees_was_necessary_to_make_space_for_the_new_construction_project_.wav,0.259,0.336,0.077,y,1
