WordA,WordB,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,OverallFreq,CollegeFreq,LogOverallFreq,RelFreq,GenPref,Use?,Bin,Too weird?,Sentence,Sentence (WordA and WordB),Sentence (WordB and WordA)
blood,flesh,0,-1,0,0,0,0,1.713790461,0,0,0,556220,516,13.22891918,0.02639603035,0.469076088,0,2,,Although Rhonda was not Nick's X and Y he considered her part of his family.,Although Rhonda was not Nick's blood and flesh he considered her part of his family.,Although Rhonda was not Nick's flesh and blood he considered her part of his family.
god,man,0,0,0,1,0,0,-0.5180864738,0,0,0,501367,465,13.12509365,0.8238296497,0.6111737132,0,2,,The friends had a discussion about the relationship between X and Y after school last week.,The friends had a discussion about the relationship between god and man after school last week.,The friends had a discussion about the relationship between man and god after school last week.
file,rank,0,1,0,0,0,0,0.945394566,0,0,0,500989,464,13.12433942,0.0003572932739,0.6094722532,0,2,yes,Olivia's task was to X and Y the data her boss provided her.,Olivia's task was to file and rank the data her boss provided her.,Olivia's task was to rank and file the data her boss provided her.
brother,sister,0,0,0,1,0,0,0.3961567317,0,0,0,492450,457,13.10714821,0.8382719058,0.6344814705,0,2,,Paul wants to spend time with his X and Y because he doesn't get to see them very often.,Paul wants to spend time with his brother and sister because he doesn't get to see them very often.,Paul wants to spend time with his sister and brother because he doesn't get to see them very often.
father,son,0,0,0,1,0,0,0.4132962157,-1,-1,-1,486090,451,13.09414907,0.9679236355,0.5278980018,0,2,,Eric enjoys going to the movies with his X and Y so much that he decided to make it a weekly tradition for them.,Eric enjoys going to the movies with his father and son so much that he decided to make it a weekly tradition for them.,Eric enjoys going to the movies with his son and father so much that he decided to make it a weekly tradition for them.
men,officers,0,0,0,-1,0,0,1.961113083,2,2,1,457386,424,13.03328295,0.09059962482,0.536916874,0,2,,Nicole's history textbook listed an estimate of the number of X and Y who died during the civil war.,Nicole's history textbook listed an estimate of the number of men and officers who died during the civil war.,Nicole's history textbook listed an estimate of the number of officers and men who died during the civil war.
south,west,0,1,0,0,0,0,0.1710528553,0,0,0,455538,422,13.02923442,0.6486220689,0.5892917715,0,2,,"The compass was broken, so it would only point to X and Y instead of all four directions.","The compass was broken, so it would only point to south and west instead of all four directions.","The compass was broken, so it would only point to west and south instead of all four directions."
error,trial,0,-1,0,0,0,-1,-0.04554971057,0,0,0,454209,421,13.02631272,0.0004865601518,0.1682363,0,2,,They dealt with a lot of X and Y before having a final product.,They dealt with a lot of error and trial before having a final product.,They dealt with a lot of trial and error before having a final product.
arts,crafts,1,0,0,0,0,0,2.101639709,0,0,0,454080,421,13.02602867,0.9952497357,0.6080373752,0,2,,Lilly enjoys doing X and Y to relax when she is stressed.,Lilly enjoys doing arts and crafts to relax when she is stressed.,Lilly enjoys doing crafts and arts to relax when she is stressed.
pressure,temperature,0,0,-1,0,0,0,0.2384725666,2,2,0,449437,417,13.01575097,0.362246544,0.387703872,0,2,,He learned about the relationship between X and Y in his science class.,He learned about the relationship between pressure and temperature in his science class.,He learned about the relationship between temperature and pressure in his science class.
days,nights,0,1,0,0,0,0,2.673166742,0,0,0,445957,413,13.00797781,0.9144469086,0.6530893812,0,2,,Finn spent many X and Y working on writing his novel.,Finn spent many days and nights working on writing his novel.,Finn spent many nights and days working on writing his novel.
land,sea,0,1,0,0,0,0,0.5893926869,0,0,0,413757,384,12.93303412,0.6887617611,0.6002363099,0,2,,They had to travel across X and Y to get to their final destination.,They had to travel across land and sea to get to their final destination.,They had to travel across sea and land to get to their final destination.
north,west,0,0,1,0,0,0,0.1404523355,0,0,0,385427,357,12.86210709,0.7283169057,0.6152234697,0,2,,The boat sailed X and Y to get to its destination.,The boat sailed north and west to get to its destination.,The boat sailed west and north to get to its destination.
spring,summer,0,0,0,0,0,1,-0.09520315645,1,1,1,381701,354,12.85239286,0.9901414982,0.8495333867,0,2,,Maddy said that X and Y are her favorite seasons.,Maddy said that spring and summer are her favorite seasons.,Maddy said that summer and spring are her favorite seasons.
magazines,newspapers,0,0,0,0,0,0,-0.6003219664,0,1,1,378784,351,12.8447214,0.2997988299,0.56162983,0,2,,Anna has written articles for many X and Y throughout her career as a journalist.,Anna has written articles for many magazines and newspapers throughout her career as a journalist.,Anna has written articles for many newspapers and magazines throughout her career as a journalist.
hands,knees,0,1,0,0,0,0,2.089498389,0,0,0,339150,314,12.73419777,0.9814447884,0.6385990305,0,2,,Chris had to get on his X and Y to look for the button that fell off his shirt.,Chris had to get on his hands and knees to look for the button that fell off his shirt.,Chris had to get on his knees and hands to look for the button that fell off his shirt.
moon,sun,0,0,-1,0,0,0,-0.9354546544,0,0,0,322714,299,12.68452176,0.08936085822,0.3721417193,0,2,,Rebecca got a X and Y tattooed on her left arm.,Rebecca got a moon and sun tattooed on her left arm.,Rebecca got a sun and moon tattooed on her left arm.
fathers,mothers,0,0,-1,1,0,0,-0.1317765212,0,0,0,315907,293,12.66320315,0.492318942,0.5140956486,0,2,,The community center had summer camps for X and Y to send their kids to while they worked.,The community center had summer camps for fathers and mothers to send their kids to while they worked.,The community center had summer camps for mothers and fathers to send their kids to while they worked.
city,county,0,0,0,0,0,1,0.8290401221,0,0,0,315000,292,12.66032792,0.821015873,0.8005332488,0,2,,The meeting had representatives from both the X and Y to discuss policy changes.,The meeting had representatives from both the city and county to discuss policy changes.,The meeting had representatives from both the county and city to discuss policy changes.
ears,eyes,0,0,-1,0,0,0,-2.090266343,0,0,0,304481,282,12.62636397,0.1289834177,0.3433510003,0,2,,"Cleo said that her X and Y were bothering her, so she stayed home from work.","Cleo said that her ears and eyes were bothering her, so she stayed home from work.","Cleo said that her eyes and ears were bothering her, so she stayed home from work."
college,school,-1,0,-1,0,0,-1,-0.885624709,-1,-1,-1,301287,279,12.61581858,0.02764473741,0.08037500667,0,2,,Matt said that X and Y are not worth his time.,Matt said that college and school are not worth his time.,Matt said that school and college are not worth his time.
college,university,0,0,0,-1,0,0,-0.7303321316,3,1,0,296202,275,12.59879693,0.891962242,0.4265627938,0,2,,Carlos talked about X and Y with his school counselor.,Carlos talked about college and university with his school counselor.,Carlos talked about university and college with his school counselor.
dark,light,0,-1,0,0,0,0,-0.8462452515,0,0,0,292691,271,12.58687272,0.2445377548,0.400892029,0,2,,Johanna thought the contrast between X and Y colors in the painting made it interesting to look at.,Johanna thought the contrast between dark and light colors in the painting made it interesting to look at.,Johanna thought the contrast between light and dark colors in the painting made it interesting to look at.
future,past,0,0,0,0,0,-1,-0.1073643385,-1,-1,-1,283153,263,12.55374267,0.04213269858,0.1518256803,0,2,,Jazmin wanted to talk about the X and Y of the company she was interviewing for.,Jazmin wanted to talk about the future and past of the company she was interviewing for.,Jazmin wanted to talk about the past and future of the company she was interviewing for.
evening,morning,0,-1,0,0,0,-1,-0.5337273147,0,0,0,282270,262,12.55061934,0.07635951394,0.160950707,0,2,,Victor plans on spending tomorrow X and Y reading the new book he bought.,Victor plans on spending tomorrow evening and morning reading the new book he bought.,Victor plans on spending tomorrow morning and evening reading the new book he bought.
ice,snow,0,1,0,0,0,0,0.1963471669,0,0,0,278789,258,12.5382105,0.4094171578,0.5899561509,0,2,,All of the X and Y outside made Luis want to stay in all day.,All of the ice and snow outside made Luis want to stay in all day.,All of the snow and ice outside made Luis want to stay in all day.
husbands,wives,0,0,0,1,0,0,-0.6525173271,-1,-1,-1,272233,252,12.5144136,0.8956555598,0.499003067,0,2,,The counselor met with many X and Y throughout his long career.,The counselor met with many husbands and wives throughout his long career.,The counselor met with many wives and husbands throughout his long career.
boys,men,0,0,0,-1,0,0,-1.891757659,0,0,0,263583,244,12.48212359,0.2523910874,0.3359803444,0,2,,There were a lot of X and Y at the park today.,There were a lot of boys and men at the park today.,There were a lot of men and boys at the park today.
bread,butter,0,0,1,0,0,0,0.4789622081,1,1,1,261886,243,12.47566457,0.98716999,0.7206548566,0,2,,Brent likes to eat X and Y for breakfast when he doesn't have a lot of time in the morning.,Brent likes to eat bread and butter for breakfast when he doesn't have a lot of time in the morning.,Brent likes to eat butter and bread for breakfast when he doesn't have a lot of time in the morning.
head,shoulders,0,1,0,0,0,0,2.26344126,1,1,1,252972,235,12.44103409,0.9552124346,0.7368798496,0,2,,The doctor looked at Ashley's X and Y because she said that both were bothering her.,The doctor looked at Ashley's head and shoulders because she said that both were bothering her.,The doctor looked at Ashley's shoulders and head because she said that both were bothering her.
rock,roll,0,0,0,0,0,0,0.8517965274,0,0,0,248992,231,12.42517605,0.9972047295,0.5271619382,0,2,?,He said he was ready to X and Y after getting off of work.,He said he was ready to rock and roll after getting off of work.,He said he was ready to roll and rock after getting off of work.
testament,will,0,0,0,0,0,0,-4.261424859,-2,-2,-1,248768,231,12.42427601,0.001097408027,0.2979133705,0,2,?,Louis discussed his X and Y with his lawyer last week.,Louis discussed his testament and will with his lawyer last week.,Louis discussed his will and testament with his lawyer last week.
engineers,scientists,0,0,0,0,0,-1,-0.2432816924,0,2,1,229487,213,12.34360166,0.2510251125,0.2364066808,0,2,,There were a good number of X and Y present at the conference.,There were a good number of engineers and scientists present at the conference.,There were a good number of scientists and engineers present at the conference.
